match_type,match_value,item_code,confidence,mapping_basis
template_id,CVE-2024-14015,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2024-1512,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-1698,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-6366,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,CVE-2024-9765,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2024-30490,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-6265,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-3552,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-4434,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-5975,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-0705,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-32825,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-12585,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2024-3605,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-6846,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2024-0250,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,CVE-2024-32128,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-1210,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-6926,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-6555,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-0337,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,CVE-2024-3673,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2024-2340,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-5084,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2012-6499,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,CVE-2015-5461,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,CVE-2016-15041,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2016-10033,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2016-10960,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2016-10956,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2025-34077,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-59136,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2025-59582,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-9808,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-32257,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-1303,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2025-11749,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2025-68509,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-4302,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: user-enum/username-enumeration
template_id,CVE-2025-24582,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-9985,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-62039,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-12139,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2025-58226,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2025-60188,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2025-22785,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2025-13138,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2025-6058,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,CVE-2025-49029,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,CVE-2022-2633,WA-08,medium,CWE 미기재 템플릿. 키워드 근거: ssrf
template_id,CVE-2022-45836,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2022-3481,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2022-45354,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2022-29495,WA-07,medium,CWE 미기재 템플릿. 키워드 근거: csrf
template_id,CVE-2022-3590,WA-08,medium,CWE 미기재 템플릿. 키워드 근거: ssrf
template_id,CVE-2022-33901,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2022-3254,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2021-4380,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2021-24347,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2023-2986,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2026-10795,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,wordpress-csp-bypass,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wordpress-public-api-csp-bypass,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wordpress-api-csp-bypass,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
